Image_ID,en_caption
figure02-06-21b,"Fundus image of age-related macular degeneration - showing the role of fluorescence masking of exudates and hemorrhages. b Early stage of ICGA, with slight fluorescence masking of the thicker yellow-white hardware exudates (thick arrows), and relatively clear fluorescence masking of the hemorrhages (thin arrows). Clustered hyperfluorescence (choroidal neovascularization) is seen at the center of the macula."
figure02-06-21c,"Fundus image of age-related macular degeneration - showing the fluorescence masking effect of exudates and hemorrhages. c is an advanced stage of ICGA, and fluorescence masking is seen to be more pronounced at hard exudates (thick arrows) and hemorrhages (thin arrows) than at earlier stages. Macular choroidal neovascular leakage is hyperfluorescent."
figure02-06-22b,"Fundus image of Harada's disease - showing delayed choroidal filling localized to the inflammation. a Early stage of FFA, with delayed choroidal filling seen."
figure02-06-22c,Fundus image of Harada's disease - shows delayed choroidal filling localized to the inflammation. c Late stage of FFA with fluorescence accumulation at the retinal detachment.
figure02-06-23a,"ICGA image of Harada's disease - showing delayed choroidal filling and defects localized to the inflammation. a Early stage of ICGA contrast, with filling defects visible in the choroid at the posterior pole."
figure02-06-23b,"ICGA image of Harada's disease - showing delayed choroidal filling and defects localized to the inflammation. b Early stage of ICGA contrast, with filling defects visible in the choroid at the posterior pole."
figure02-06-23c,"ICGA image of Harada's disease - showing delayed choroidal filling and defects localized to the inflammation. c is mid-ICGA, with a reduced area of choroidal filling defects (white arrows) visible and fluorescent leakage seen near the upper vascular arch."
figure02-06-24b,Fundus image after laser treatment of proliferative diabetic retinopathy - showing filling defects. b Late FFA image showing fluorescent leakage from optic disc and subnasal neovascularization. Relative hypofluorescence at the laser spot with fluorescence staining at its margins.
figure02-06-24c,"Fundus image after laser treatment of proliferative diabetic retinopathy - showing filling defects. c is an early ICGA image with consistent hypofluorescence at the corresponding laser spot, and no retinal neovascularization leakage is seen."
figure02-06-24d,"Fundus image after laser treatment of proliferative diabetic retinopathy - showing filling defects. d is a late ICGA image with consistent hypofluorescence at the corresponding site of the laser spot, and no retinal neovascularization leakage is seen."
figure04-02-02,FFA with SLO. photographed clear macular arch ring structure.
figure04-02-03A,Synchronized FFA and ICGA techniques with HRA.
figure04-02-03B,Synchronized FFA and ICGA techniques with HRA.
figure05-01-16,"Autofluorescence of vitreous membrane warts in the left optic disc. Before fluorescein fundus angiography (FFA), the autofluorescence of multiple ovoid vitreous warts of varying sizes is seen on the optic disc when fluorescein has not been injected, and there is no fluorescein filling of the vessels."
figure05-01-17,"Vitreous wart of the right optic disc with paracentral hemorrhage. Fluoroscopic image of the right eye at 316 seconds shows a bulge in the supranasal portion of the optic disc (at the vitreous wart), with higher fluorescence than the rest of the eye, and a deep hemorrhage is seen outside the supranasal optic disc rim obscuring the fluorescence."
figure05-01-18,"Vitreous wart of the left optic disc with a small hemorrhage adjacent to the optic disc. Figure 5-1-17 In the patient's left eye, fluorescence imaging at 316 seconds shows a hemispherical bulge at the vitreous wart in the lower portion of the optic disc, enlarging the optic disc downward, where fluorescence is higher than in the rest of the optic disc, with a small dark area below the outer nose of the optic disc due to a small amount of hemorrhagic obscuration."
figure05-02-02c,"There are myelinated nerve fibers in both eyes. c is an FFA image of the right eye, which shows that the optic disc is hyperfluorescent, with a small lamellar hemorrhage within the lower edge of the optic disc obscuring the fluorescence. The upper part with thicker myelinated nerve fibers obscures the fluorescence, and the thinner other parts have no significant effect on the fluorescence."
figure05-02-02d,"Myelinated nerve fibers in both eyes. d is an FFA image of the left eye, where myelinated nerve fibers are thin and have no significant effect on fluorescence."
figure05-02-04b,"Congenital hypertrophy of the retinal pigment epithelium in the left eye. b is an ICGA image of 12 seconds, with the lesion area obscuring the fluorescence, with some areas of the choroidal vasculature still translucent, and the depigmented dots displaying hyperfluorescent dots."
figure05-02-04c,"Congenital hypertrophy of the retinal pigment epithelium in the left eye. c is an ICGA image of 4 minutes, the lesion area is still hypofluorescent, and more choroidal vessels can be visualized."
figure05-02-04d,Congenital hypertrophy of the retinal pigment epithelium in the left eye. d is a 24-minute ICGA image of a well-demarcated hypofluorescent area of the lesion with faintly visible choroidal vessels.
figure05-04-03a,"FFA image of optic disc arterial loops (both eyes). a FFA image of the right eye of the patient in Fig. 5-4-2, with arterial loops filling above the optic disc visible in the arterial phase and branching arterial anastomoses visible supratemporally in the right eye."
figure05-04-03b,"FFA image of the optic disc arterial loops (both eyes). b is an FFA image of the left eye of the patient in Figure 5-4-2, with arterial loops filling above the optic disc seen in the arterial phase."
figure05-04-05a,"FFA image of the optic disc arterial loops. a Early in the arterial phase, the arterial loops are seen to fill simultaneously with the retinal arteries, which start and end at each of the three branch arteries."
figure05-04-05b,"FFA image of an arterial loop of the optic disc. b is the early stage of the vein, and the arterial loop is seen to fill simultaneously with the retinal arteries, starting and ending at each of the 3 branching arteries."
figure05-04-07,"FFA image of the arterial loops of the optic disc. The arterial phase is seen as filling of the arterial loops above the optic disc, starting and ending at the upper branching arteries."
figure05-04-08b,Fundus image of the venous loops of the optic disc in the left eye. b is the arterial phase of the FFA with no filling of the vascular loops.
figure05-04-08c,Fundus image of the venous loops of the optic disc in the left eye. c is the venous phase seen as a filling of the venous loops of the optic disc.
figure05-04-12,"Stale CRVO macular post-laser FFA image - showing the ciliary artery. The temporal side of the optic disc shows the ciliary artery feeding the macula, filling at the same time as the choroidal vessels, at a time when the central retinal artery has not yet begun to fill."
figure05-04-13,"Ciliary retinal artery FFA image. The ciliary retinal artery is seen to fill at the same time as the choroidal vessels prior to the filling of the central retinal artery, which originates from the supratemporal part of the optic disk and feeds the suprachoroidal macula."
figure06-01-10a,FFA image of the right eye 3 months after treatment of nonischemic central retinal vein occlusion (choroidal retinal vein anastomosis). a Shows reverse fluorescence filling visible at the anastomotic vessel formation (white arrow) below.
figure06-01-10b,FFA image of the right eye 3 months after treatment of nonischemic central retinal vein occlusion (choroidal retinal vein anastomosis). b Shows no formation of anastomotic vessels above and no change in the vessels at the laser (white arrows).
figure06-01-18a,"FFA image of the left eye after treatment of nonischemic central retinal vein occlusion. White arrows indicate the site of laser treatment for choroidal retinal vein anastomosis. a Early stage of FFA, with visible anastomosis formation below, interruption of the vein, and reverse fluorescence filling (white arrows). b Early stage of FFA, with visible anastomosis formation below, and interruption of the vein (white arrows). Anastomosis failure at the subnasal treatment site is seen with no interruption of the vein (white arrow)."
