Image_ID,en_caption
figure08-31,"Stage V color fundus image of proliferative diabetic retinopathy in the right eye. Same patient as Figure 8-30. Thick dendritic neovascularization is seen above the nose of the right limiting fundus, which ends in a cord-like proliferative membrane formation."
figure08-32B,"Stage V color fundus image of the right eye with proliferative diabetic retinopathy combined with vitreous hemorrhage. The vitreous hemorrhage obscured most of the fundus on the temporal side, and there was a grayish-white necrotic proliferative membrane in front of the optic disc and extended upward in a cord to the supratemporal side, which was about 2 PD long, with thick neovascularization on the cord, and the full optic disc could not be seen due to the obscuring of the ring-like proliferative membrane, and there was a large anterior hemorrhage on the nasal side of the optic disc."
figure08-34,"Color fundus image of proliferative diabetic retinopathy with fibroplasia in the right eye. From the nasal half-surface of the optic disc, there is a dense fibrous membrane that runs superiorly temporal to the vascular surface, obscuring some of the vessels; in addition, there is a proliferative membrane on the surface of the upper and lower temporal, upper and lower nasal vessels, which is in the form of lamellae or striations, a tortuous vascular course below, and reflexes in the supranasal vessels."
figure08-35,"Stage Vl color fundus image of proliferative diabetic retinopathy secondary to retinal detachment in the left eye. The optic disc is not visible because it is occluded by growths, the peripapillary retina is pulled by the growths in an irregularly elevated detachment, and the vascularization is distorted by the pulling, and most of the striated folds are seen between the macula of the optic disc, and the macula is shifted by the pulling."
figure08-38,"Color fundus image of proliferative diabetic retinopathy in the left eye. The superior temporal vein and its branches are seen to have uneven venous diameters, and the proximal portion of the optic disc shows a salami-like enlargement, with a thinning of the distal portion, which is evident at the intersection of the arterial veins, and multiple angiomatous enlargements of the venous branches directly above the optic disc and above the nose, with a twisting of the vein in the form of a ""question mark,"" and exudates on both sides of the vein."
figure08-39,"Color fundus image of proliferative diabetic retinopathy in the left eye. In the inferotemporal fundus, at the inferior vascular arch, the veins are bulging in a bead-like fashion, and retinal neovascularization (NVE) is also seen adjacent to the veins, accompanied by yellowish-white exudates adjacent to the small veins branching from the inferotemporal vein."
figure08-40,"Color fundus image of proliferative diabetic retinopathy combined with preretinal hemorrhage in the left eye. There is neovascularization on the optic disc, a butterfly-shaped preretinal hemorrhage on the nose of the optic disc, and an irregularly shaped and striated preretinal hemorrhage is also seen below the optic disc. A yellow autochromatic lipidic exudate the size of the optic disc was seen in the center of the macula, with numerous yellow punctate exudates scattered around the fundus in the upper periphery of the macula and at the posterior pole, accompanied by exudates above, below, and below the nose alongside the blood vessels."
figure08-41,"Stage II non-proliferative diabetic retinopathy of the right eye. Combined with ischemic optic disc lesion secondary to optic nerve atrophy, the right eye has optic disc edema with indistinct and enlarged margins, pale white color, partially obscured optic disc vessels, scattered hemorrhages in the fundus at the posterior pole, and yellow-white dotted hard exudates visible in macular edema. The white spots are artifacts."
figure08-42,"Color fundus image of non-proliferative diabetic retinopathy combined with ischemic optic disc disease in the left eye. The optic disc is edematous with indistinct margins, pale color in the upper half, most hemorrhages visible on and around the surface of the optic disc, dilated veins, and hard exudates and punctate hemorrhages in and around the macula."
figure08-43,"Color fundus image of proliferative diabetic retinopathy combined with preretinal hemorrhage in the left eye. The optic disc is pale, neovascularization (NVE) is seen in the superior nasal and superior temporal vessels, a large short ""T""-shaped preretinal hemorrhage is seen in the macula, dark red in color, with well defined margins, obscuring the retinal tissue behind it, and multiple scattered hemorrhagic patches are seen in the fundus."
